Group	Measurement	Parameter	Unit	Value
V_100mN_NEW	3	hm (O&P)	nm	591.858
V_100mN_NEW	3	Fm (O&P)	mN	99.997
V_100mN_NEW	3	S (O&P)	mN/nm	0.515
V_100mN_NEW	3	Poisson's ratio		0.340
V_100mN_NEW	3	hc (O&P)	nm	447.014
V_100mN_NEW	3	hr (O&P)	nm	397.842
V_100mN_NEW	3	hp (O&P)	nm	291.290
V_100mN_NEW	3	Epsilon (O&P)		0.747
V_100mN_NEW	3	Ap (O&P)	nm©÷	27458986.000
V_100mN_NEW	3	m (O&P)		1.549
V_100mN_NEW	3	CIT	%	10.423
V_100mN_NEW	3	RIT	%	-0.392
V_100mN_NEW	3	Welast	pJ	11499.287
V_100mN_NEW	3	Wplast	pJ	19761.193
V_100mN_NEW	3	Wtotal	pJ	31260.480
V_100mN_NEW	3	nit	%	36.785
V_100mN_NEW	3	X	mm	11.451
V_100mN_NEW	3	Y	mm	37.901
V_100mN_NEW	3	F/S©÷(O&P)	nm©÷/mN	376.434
V_100mN_NEW	5	HIT (O&P)	MPa	3754.582
V_100mN_NEW	5	HVIT (O&P)	Vickers	382.730
V_100mN_NEW	5	EIT (O&P)	GPa	85.946
V_100mN_NEW	5	E* (O&P)	GPa	97.180
V_100mN_NEW	5	Er (O&P)	GPa	89.587
V_100mN_NEW	5	hm (O&P)	nm	586.525
V_100mN_NEW	5	Fm (O&P)	mN	100.012
V_100mN_NEW	5	S (O&P)	mN/nm	0.522
V_100mN_NEW	5	Poisson's ratio		0.340
V_100mN_NEW	5	hc (O&P)	nm	433.335
V_100mN_NEW	5	hr (O&P)	nm	394.832
V_100mN_NEW	5	hp (O&P)	nm	359.764
V_100mN_NEW	5	Epsilon (O&P)		0.799
V_100mN_NEW	5	Ap (O&P)	nm©÷	26637328.000
V_100mN_NEW	5	m (O&P)		1.183
V_100mN_NEW	5	CIT	%	4.754
V_100mN_NEW	5	RIT	%	-0.411
V_100mN_NEW	5	Welast	pJ	10553.866
V_100mN_NEW	5	Wplast	pJ	18139.658
V_100mN_NEW	5	Wtotal	pJ	28693.525
V_100mN_NEW	5	nit	%	36.781
V_100mN_NEW	5	X	mm	6.005
V_100mN_NEW	5	Y	mm	38.101
V_100mN_NEW	5	F/S©÷(O&P)	nm©÷/mN	367.416
V_100mN_NEW	6	HIT (O&P)	MPa	3594.957
V_100mN_NEW	6	HVIT (O&P)	Vickers	366.458
V_100mN_NEW	6	EIT (O&P)	GPa	84.149
V_100mN_NEW	6	E* (O&P)	GPa	95.148
V_100mN_NEW	6	Er (O&P)	GPa	87.858
V_100mN_NEW	6	hm (O&P)	nm	599.890
V_100mN_NEW	6	Fm (O&P)	mN	99.942
V_100mN_NEW	6	S (O&P)	mN/nm	0.523
V_100mN_NEW	6	Poisson's ratio		0.340
V_100mN_NEW	6	hc (O&P)	nm	452.706
V_100mN_NEW	6	hr (O&P)	nm	408.692
V_100mN_NEW	6	hp (O&P)	nm	348.099
V_100mN_NEW	6	Epsilon (O&P)		0.770
V_100mN_NEW	6	Ap (O&P)	nm©÷	27800490.000
V_100mN_NEW	6	m (O&P)		1.317
V_100mN_NEW	6	CIT	%	7.223
V_100mN_NEW	6	RIT	%	-0.396
V_100mN_NEW	6	Welast	pJ	11006.902
V_100mN_NEW	6	Wplast	pJ	18928.563
V_100mN_NEW	6	Wtotal	pJ	29935.465
V_100mN_NEW	6	nit	%	36.769
V_100mN_NEW	6	X	mm	6.155
V_100mN_NEW	6	Y	mm	38.101
V_100mN_NEW	6	F/S©÷(O&P)	nm©÷/mN	365.782
V_100mN_NEW	7	HIT (O&P)	MPa	3744.660
V_100mN_NEW	7	HVIT (O&P)	Vickers	381.719
V_100mN_NEW	7	EIT (O&P)	GPa	88.187
V_100mN_NEW	7	E* (O&P)	GPa	99.714
V_100mN_NEW	7	Er (O&P)	GPa	91.736
V_100mN_NEW	7	hm (O&P)	nm	583.345
V_100mN_NEW	7	Fm (O&P)	mN	100.002
V_100mN_NEW	7	S (O&P)	mN/nm	0.535
V_100mN_NEW	7	Poisson's ratio		0.340
V_100mN_NEW	7	hc (O&P)	nm	434.466
V_100mN_NEW	7	hr (O&P)	nm	396.398
V_100mN_NEW	7	hp (O&P)	nm	360.759
V_100mN_NEW	7	Epsilon (O&P)		0.796
V_100mN_NEW	7	Ap (O&P)	nm©÷	26705318.000
V_100mN_NEW	7	m (O&P)		1.191
V_100mN_NEW	7	CIT	%	5.864
V_100mN_NEW	7	RIT	%	-0.411
V_100mN_NEW	7	Welast	pJ	10294.744
V_100mN_NEW	7	Wplast	pJ	19061.289
V_100mN_NEW	7	Wtotal	pJ	29356.033
V_100mN_NEW	7	nit	%	35.069
V_100mN_NEW	7	X	mm	6.005
V_100mN_NEW	7	Y	mm	38.251
V_100mN_NEW	7	F/S©÷(O&P)	nm©÷/mN	349.481
V_100mN_NEW	8	HIT (O&P)	MPa	4040.788
V_100mN_NEW	8	HVIT (O&P)	Vickers	411.905
V_100mN_NEW	8	EIT (O&P)	GPa	92.518
V_100mN_NEW	8	E* (O&P)	GPa	104.611
V_100mN_NEW	8	Er (O&P)	GPa	95.865
V_100mN_NEW	8	hm (O&P)	nm	546.449
V_100mN_NEW	8	Fm (O&P)	mN	100.002
V_100mN_NEW	8	S (O&P)	mN/nm	0.538
V_100mN_NEW	8	Poisson's ratio		0.340
V_100mN_NEW	8	hc (O&P)	nm	401.958
V_100mN_NEW	8	hr (O&P)	nm	360.617
V_100mN_NEW	8	hp (O&P)	nm	309.764
V_100mN_NEW	8	Epsilon (O&P)		0.778
V_100mN_NEW	8	Ap (O&P)	nm©÷	24748178.000
V_100mN_NEW	8	m (O&P)		1.274
V_100mN_NEW	8	CIT	%	5.442
V_100mN_NEW	8	RIT	%	-0.357
V_100mN_NEW	8	Welast	pJ	10407.034
V_100mN_NEW	8	Wplast	pJ	17337.176
V_100mN_NEW	8	Wtotal	pJ	27744.209
V_100mN_NEW	8	nit	%	37.511
V_100mN_NEW	8	X	mm	6.155
V_100mN_NEW	8	Y	mm	38.251
V_100mN_NEW	8	F/S©÷(O&P)	nm©÷/mN	345.330
